"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Latvia","LVA","2014","86.490","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Lebanon","LBN","2021","11.190","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Lebanon","LBN","2017","23.950","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Lebanon","LBN","2014","20.940","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Lesotho","LSO","2022","58.150","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Lesotho","LSO","2017","40.350","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Liberia","LBR","2021","39.150","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Liberia","LBR","2017","21.800","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Libya","LBY","2017","26.150","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Lithuania","LTU","2021","88.130","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Lithuania","LTU","2017","76.080","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Lithuania","LTU","2014","72.160","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Luxembourg","LUX","2017","98.180","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Luxembourg","LUX","2014","94.750","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Madagascar","MDG","2022","22.000","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Madagascar","MDG","2017","13.850","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Madagascar","MDG","2014","4.910","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malawi","MWI","2021","35.680","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malawi","MWI","2017","24.680","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malawi","MWI","2014","7.580","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malaysia","MYS","2021","75.870","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malaysia","MYS","2017","64.220","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malaysia","MYS","2014","56.080","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Maldives","MDV","2017","61.080","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mali","MLI","2021","36.690","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mali","MLI","2017","23.650","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mali","MLI","2014","12.080","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malta","MLT","2021","88.950","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malta","MLT","2017","85.770","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Malta","MLT","2014","74.350","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mauritania","MRT","2022","12.790","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mauritania","MRT","2017","10.890","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mauritania","MRT","2014","17.310","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mauritius","MUS","2021","75.090","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mauritius","MUS","2017","60.310","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mauritius","MUS","2014","42.930","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mexico","MEX","2022","38.510","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mexico","MEX","2017","28.150","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mexico","MEX","2014","34.300","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Moldova","MDA","2021","59.600","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Moldova","MDA","2017","40.330","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Moldova","MDA","2014","16.040","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mongolia","MNG","2021","98.590","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mongolia","MNG","2017","87.480","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mongolia","MNG","2014","73.930","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Montenegro","MNE","2017","58.450","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Montenegro","MNE","2014","41.690","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Morocco","MAR","2021","21.320","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Morocco","MAR","2017","8.320","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mozambique","MOZ","2021","31.470","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Mozambique","MOZ","2017","26.850","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Myanmar","MMR","2021","36.660","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Myanmar","MMR","2017","7.440","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Myanmar","MMR","2014","4.180","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Namibia","NAM","2021","64.340","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Namibia","NAM","2017","70.640","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Namibia","NAM","2014","40.580","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nepal","NPL","2021","22.910","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nepal","NPL","2017","13.140","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nepal","NPL","2014","7.700","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Netherlands","NLD","2021","98.800","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Netherlands","NLD","2017","97.380","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Netherlands","NLD","2014","97.500","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","New Zealand","NZL","2021","98.830","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","New Zealand","NZL","2017","98.520","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","New Zealand","NZL","2014","98.740","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nicaragua","NIC","2021","18.790","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nicaragua","NIC","2017","18.280","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nicaragua","NIC","2014","10.240","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Niger","NER","2022","7.740","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Niger","NER","2017","8.160","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Niger","NER","2014","3.710","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nigeria","NGA","2021","22.640","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nigeria","NGA","2017","20.820","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Nigeria","NGA","2014","26.490","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","North Macedonia","MKD","2021","68.560","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","North Macedonia","MKD","2017","61.290","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","North Macedonia","MKD","2014","44.900","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Norway","NOR","2021","100.000","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Norway","NOR","2017","100.000","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Norway","NOR","2014","99.240","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Pakistan","PAK","2021","11.350","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Pakistan","PAK","2017","5.340","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Pakistan","PAK","2014","3.910","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Panama","PAN","2021","36.980","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Panama","PAN","2017","30.030","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Panama","PAN","2014","29.940","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Paraguay","PRY","2021","50.520","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Paraguay","PRY","2017","42.510","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Peru","PER","2021","44.210","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Peru","PER","2017","26.290","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Peru","PER","2014","17.340","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Philippines","PHL","2021","39.310","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Philippines","PHL","2017","26.700","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Philippines","PHL","2014","25.530","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Poland","POL","2021","92.390","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Poland","POL","2017","82.250","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Poland","POL","2014","60.190","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Portugal","PRT","2021","88.200","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Portugal","PRT","2017","84.270","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Portugal","PRT","2014","71.570","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Puerto Rico","PRI","2014","59.390","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Romania","ROU","2021","61.400","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Romania","ROU","2017","45.180","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Romania","ROU","2014","38.660","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Russian Federation","RUS","2021","87.740","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Russian Federation","RUS","2017","70.340","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Russian Federation","RUS","2014","59.460","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Rwanda","RWA","2017","33.490","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Rwanda","RWA","2014","22.240","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Saudi Arabia","SAU","2021","62.730","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Saudi Arabia","SAU","2017","41.960","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Saudi Arabia","SAU","2014","38.030","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Senegal","SEN","2021","47.440","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Senegal","SEN","2017","35.650","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Senegal","SEN","2014","8.580","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Serbia","SRB","2021","88.920","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Serbia","SRB","2017","64.400","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Serbia","SRB","2014","62.270","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sierra Leone","SLE","2021","22.990","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sierra Leone","SLE","2017","12.340","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sierra Leone","SLE","2014","8.720","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Singapore","SGP","2021","93.040","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Singapore","SGP","2017","88.790","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Singapore","SGP","2014","88.370","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Slovak Republic","SVK","2021","93.000","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Slovak Republic","SVK","2017","80.660","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Slovak Republic","SVK","2014","78.300","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Slovenia","SVN","2021","95.310","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Slovenia","SVN","2017","93.950","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Slovenia","SVN","2014","83.550","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Somalia","SOM","2014","33.090","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","South Africa","ZAF","2021","82.140","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","South Africa","ZAF","2017","61.140","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","South Africa","ZAF","2014","67.440","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","South Sudan","SSD","2021","3.210","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","South Sudan","SSD","2017","4.040","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Spain","ESP","2021","96.160","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Spain","ESP","2017","87.190","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Spain","ESP","2014","93.800","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sri Lanka","LKA","2021","47.510","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sri Lanka","LKA","2017","44.200","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sri Lanka","LKA","2014","23.570","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sudan","SDN","2014","8.340","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sweden","SWE","2021","98.720","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sweden","SWE","2017","98.670","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Sweden","SWE","2014","99.520","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Switzerland","CHE","2021","98.030","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Switzerland","CHE","2017","96.470","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Switzerland","CHE","2014","90.070","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tajikistan","TJK","2021","33.590","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tajikistan","TJK","2017","39.540","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tajikistan","TJK","2014","6.880","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tanzania","TZA","2021","44.360","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tanzania","TZA","2017","37.780","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tanzania","TZA","2014","29.250","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Thailand","THA","2021","88.100","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Thailand","THA","2017","62.160","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Thailand","THA","2014","31.010","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Togo","TGO","2021","38.810","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Togo","TGO","2017","23.160","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Togo","TGO","2014","3.610","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Trinidad and Tobago","TTO","2017","55.400","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tunisia","TUN","2021","21.040","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tunisia","TUN","2017","21.310","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Tunisia","TUN","2014","13.540","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Turkiye","TUR","2021","54.940","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Turkiye","TUR","2017","50.310","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Turkiye","TUR","2014","38.720","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Turkmenistan","TKM","2017","29.040","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uganda","UGA","2021","61.960","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uganda","UGA","2017","47.610","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uganda","UGA","2014","32.950","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Ukraine","UKR","2021","77.910","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Ukraine","UKR","2017","59.320","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Ukraine","UKR","2014","47.390","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United Arab Emirates","ARE","2021","76.550","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United Arab Emirates","ARE","2017","67.730","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United Arab Emirates","ARE","2014","60.230","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United Kingdom","GBR","2021","99.280","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United Kingdom","GBR","2017","95.070","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United Kingdom","GBR","2014","96.420","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United States","USA","2021","95.690","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United States","USA","2017","90.850","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","United States","USA","2014","93.660","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uruguay","URY","2021","68.930","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uruguay","URY","2017","56.430","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uruguay","URY","2014","37.340","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uzbekistan","UZB","2021","35.860","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uzbekistan","UZB","2017","32.710","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Uzbekistan","UZB","2014","37.460","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Venezuela, RB","VEN","2021","75.370","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Venezuela, RB","VEN","2017","65.500","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Venezuela, RB","VEN","2014","45.760","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Viet Nam","VNM","2022","43.690","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Viet Nam","VNM","2017","22.990","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Viet Nam","VNM","2014","17.650","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","West Bank and Gaza","PSE","2021","14.860","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","West Bank and Gaza","PSE","2017","7.850","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","West Bank and Gaza","PSE","2014","10.110","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Yemen, Rep.","YEM","2022","4.530","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Yemen, Rep.","YEM","2014","1.500","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Zambia","ZMB","2021","44.020","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Zambia","ZMB","2017","34.840","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Zambia","ZMB","2014","27.000","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Zimbabwe","ZWE","2021","52.140","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Zimbabwe","ZWE","2017","48.640","female"
"Made or received a digital payment, female (% age 15+)","g20.t.d.1","Zimbabwe","ZWE","2014","26.350","female"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Arab World","ARB","2021","40.010","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Arab World","ARB","2017","35.650","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Arab World","ARB","2014","27.930","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","East Asia & Pacific","EAS","2021","79.920","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","East Asia & Pacific","EAS","2017","63.590","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","East Asia & Pacific","EAS","2014","49.160","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","East Asia & Pacific (excluding high income)","EAP","2021","77.850","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","East Asia & Pacific (excluding high income)","EAP","2017","60.180","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","East Asia & Pacific (excluding high income)","EAP","2014","44.650","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Euro area","EMU","2021","97.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Euro area","EMU","2017","94.040","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Euro area","EMU","2014","90.500","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Europe & Central Asia","ECS","2021","89.170","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Europe & Central Asia","ECS","2017","80.280","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Europe & Central Asia","ECS","2014","73.260","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Europe & Central Asia (excluding high income)","ECA","2021","77.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Europe & Central Asia (excluding high income)","ECA","2017","63.380","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Europe & Central Asia (excluding high income)","ECA","2014","50.890","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","High income","HIC","2021","94.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","High income","HIC","2017","91.330","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","High income","HIC","2014","88.070","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latin America & Caribbean","LCN","2021","70.050","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latin America & Caribbean","LCN","2017","48.620","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latin America & Caribbean","LCN","2014","46.900","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latin America & Caribbean (excluding high income)","LAC","2021","69.470","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latin America & Caribbean (excluding high income)","LAC","2017","47.760","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Latin America & Caribbean (excluding high income)","LAC","2014","46.310","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Low & middle income","LMY","2021","61.240","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Low & middle income","LMY","2017","48.160","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Low & middle income","LMY","2014","38.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Low income","LIC","2021","39.950","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Low income","LIC","2017","27.260","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Low income","LIC","2014","14.890","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lower middle income","LMC","2021","44.140","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lower middle income","LMC","2017","36.330","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Lower middle income","LMC","2014","28.900","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Middle East & North Africa","MEA","2021","52.640","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Middle East & North Africa","MEA","2017","46.040","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Middle East & North Africa (excluding high income)","MNA","2021","46.590","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Middle East & North Africa (excluding high income)","MNA","2017","40.500","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Middle income","MIC","2021","61.850","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Middle income","MIC","2017","49.400","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Middle income","MIC","2014","39.650","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","North America","NAC","2021","91.060","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","North America","NAC","2017","92.100","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","North America","NAC","2014","90.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","OECD members","OED","2021","95.060","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","OECD members","OED","2017","92.570","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","OECD members","OED","2014","89.440","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","South Asia","SAS","2021","40.590","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","South Asia","SAS","2017","34.990","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","South Asia","SAS","2014","26.110","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sub-Saharan Africa","SSF","2021","55.730","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sub-Saharan Africa","SSF","2017","39.290","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sub-Saharan Africa","SSF","2014","31.560","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sub-Saharan Africa (excluding high income)","SSA","2021","55.730","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sub-Saharan Africa (excluding high income)","SSA","2017","39.290","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sub-Saharan Africa (excluding high income)","SSA","2014","31.560","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Upper middle income","UMC","2021","82.550","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Upper middle income","UMC","2017","64.410","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Upper middle income","UMC","2014","50.620","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","World","WLD","2021","67.520","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","World","WLD","2017","55.890","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","World","WLD","2014","47.300","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Afghanistan","AFG","2021","11.940","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Afghanistan","AFG","2017","17.490","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Afghanistan","AFG","2014","9.790","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Albania","ALB","2021","34.190","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Albania","ALB","2017","29.960","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Albania","ALB","2014","23.540","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Algeria","DZA","2021","44.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Algeria","DZA","2017","32.320","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Algeria","DZA","2014","36.730","male"
